Machine_ID,Machine_Name,Location,Temperature,Pressure,Vibration,Current,Runtime_Hours,Last_Maintenance,Health_Status
M041,Packaging Machine,Warehouse,59.74740496095181,2.08,0.5635237656743316,8.8,638,2026-01-22,Healthy
M042,Conveyor Belt,Section C,63.34239523080569,2.53,0.37666673712514287,21.35,104,2026-02-08,Healthy
M043,Cooling System,Section B,56.62386485480903,1.89,0.3854920130899817,28.73,1788,2026-06-06,Healthy
M044,Hydraulic Press,Section C,69.5201981570714,3.79,1.400468380886002,19.47,1172,2026-01-15,Warning
M045,Cooling System,Section A,78.23707687451702,1.52,0.3393403764366903,27.49,1037,2026-04-10,Healthy
M046,Boiler,Section A,70.94613379904922,2.1,0.185829455043645,13.75,1063,2026-07-05,Healthy
M047,Hydraulic Press,Packaging Unit,78.212433138629,3.51,1.5189857745410367,9.68,1852,2026-04-03,Warning
M048,Boiler,Section A,77.01906349036172,2.34,0.6873909607623621,15.13,1568,2025-10-11,Healthy
M049,Generator,Section B,59.61135608980215,2.15,0.17355031510183808,13.91,1480,2026-02-20,Healthy
M050,Boiler,Section B,58.59336123169164,2.58,1.5718149614958128,15.97,467,2025-10-20,Warning
M051,Boiler,Section C,79.52887027780476,2.96,0.6808904190070152,15.34,1007,2025-11-03,Healthy
M052,Industrial Pump,Section A,61.347731783300745,2.52,1.615448168295646,9.08,1699,2026-07-01,Warning
M053,Boiler,Section C,65.52120463540915,2.9,1.3380001292328196,19.52,452,2026-01-17,Healthy
M054,Hydraulic Press,Section C,76.20711088173056,2.66,0.5793455930866915,12.03,129,2026-06-24,Healthy
M055,Air Compressor,Assembly Line,60.42143436734193,3.0,1.6135429900358143,26.81,538,2025-12-28,Warning
M056,CNC Machine,Packaging Unit,69.20448884641766,3.65,1.2781737380876335,23.88,1465,2026-05-03,Healthy
M057,Hydraulic Press,Section A,73.60965024641656,1.61,1.6700260245961707,24.27,1259,2026-02-13,Warning
M058,Generator,Section C,60.603352698920055,2.11,0.5826506863554473,16.51,1628,2026-01-04,Healthy
M059,Assembly Robot,Warehouse,75.50726542145016,3.64,0.9178849938191835,15.67,283,2026-06-21,Healthy
M060,Boiler,Section B,59.33397480374417,1.68,1.5274705801993624,10.34,1694,2026-02-11,Warning
M061,Air Compressor,Section C,82.73009978290524,1.66,1.1085615309422856,28.44,1322,2025-12-26,Healthy
M062,Assembly Robot,Warehouse,84.92217591561622,3.95,0.344893717931731,21.73,974,2026-06-29,Warning
M063,Boiler,Section C,72.69396296791851,1.74,0.6393257062864247,5.49,1690,2025-10-12,Healthy
M064,Hydraulic Press,Assembly Line,56.032338925466476,1.66,0.8070575924325847,8.03,549,2026-04-29,Healthy
M065,Generator,Assembly Line,55.38169954501303,2.49,0.7321575462129426,7.61,401,2026-04-14,Healthy
M066,Generator,Section B,78.28629873356613,3.92,0.6453782016140415,18.4,806,2025-10-02,Healthy
M067,Industrial Pump,Packaging Unit,78.51806847168447,2.99,0.910942009415898,18.6,1489,2025-12-22,Healthy
M068,Assembly Robot,Section B,74.13347922278722,2.07,0.8181908356305669,14.92,630,2026-04-22,Healthy
M069,CNC Machine,Packaging Unit,83.38533054435362,1.77,1.6277022043606955,17.07,1893,2026-04-28,Warning
M070,Air Compressor,Section C,74.06465588150793,2.05,0.6372893723759816,9.19,1575,2025-12-28,Healthy
M071,Assembly Robot,Warehouse,57.31000025292968,2.58,0.47199823273333485,21.81,534,2026-02-17,Healthy
M072,Generator,Packaging Unit,89.94708737341493,2.58,1.5226116872137634,12.46,228,2026-04-15,Warning
M073,Industrial Pump,Section C,61.25999901307855,3.04,0.22256636071166927,18.82,1523,2026-06-02,Healthy
M074,Industrial Pump,Section A,75.58638147243946,2.35,1.6428771293422573,16.42,844,2026-02-27,Warning
M075,Packaging Machine,Section A,67.5984000012037,3.05,1.3088634290320365,21.03,1845,2025-11-20,Healthy
M076,Packaging Machine,Section B,70.54087331563221,3.94,1.1054255303556522,22.33,599,2026-05-18,Healthy
M077,CNC Machine,Section A,74.21368157214295,2.49,1.6549772170832189,16.56,690,2025-09-25,Warning
M078,Boiler,Section C,79.21231481042145,3.08,0.9874521566700694,5.02,635,2026-06-28,Healthy
M079,Conveyor Belt,Section B,61.018692217416145,2.95,0.1484802916405455,17.23,1516,2026-03-06,Healthy
M080,Hydraulic Press,Section C,87.05595091966202,3.64,1.511674489944206,23.18,166,2026-01-25,Warning
M081,Hydraulic Press,Section B,64.87171567945524,1.81,0.5348616433920306,27.23,725,2026-02-08,Healthy
M082,Assembly Robot,Assembly Line,71.57074997854808,3.04,1.2384981428896809,12.26,642,2025-12-17,Healthy
M083,Cooling System,Warehouse,66.23643631287813,2.77,0.4863459884978195,21.78,569,2026-01-05,Healthy
M084,Hydraulic Press,Assembly Line,58.43067113701117,2.79,0.8069025701831424,21.55,1831,2025-10-30,Healthy
M085,Industrial Pump,Packaging Unit,55.557829543562086,2.89,0.17834469749695794,22.42,475,2025-12-31,Healthy
M086,Industrial Pump,Warehouse,84.95901145788304,2.97,0.2666215429941148,16.66,1861,2026-03-23,Warning
M087,Boiler,Section A,81.85025016462407,2.16,0.4857992666577825,12.17,1833,2026-04-01,Healthy
M088,Hydraulic Press,Section A,88.14562415979603,1.93,0.7412587396600137,26.66,459,2026-01-29,Warning
M089,Assembly Robot,Assembly Line,74.81301063128824,3.16,0.32828822157759086,17.97,1679,2026-02-27,Healthy
M090,Industrial Pump,Section C,62.81127078990589,3.42,0.15047757959063202,22.55,958,2026-04-04,Healthy
M091,CNC Machine,Section B,67.3867781446323,2.32,1.3077281436102586,14.58,1150,2026-05-02,Healthy
M092,Boiler,Section C,85.03559863625898,2.37,1.5029837423183814,7.19,1172,2025-10-27,Warning
M093,Air Compressor,Section A,57.10344438358952,3.39,0.5902238316216937,12.56,1680,2026-06-13,Healthy
M094,Conveyor Belt,Section B,88.63163528034698,3.18,0.6031545926794908,10.62,1488,2026-03-27,Warning
M095,Generator,Section C,88.858380199332,2.01,0.27694164285314876,7.99,828,2026-05-13,Warning
M096,Air Compressor,Packaging Unit,58.33259806520285,3.17,0.7059085293790369,29.62,1608,2025-09-22,Healthy
M097,Air Compressor,Packaging Unit,89.4264139659567,2.0,0.5414224602240284,20.6,1597,2026-01-10,Warning
M098,Conveyor Belt,Section C,74.41178240424607,1.7,0.28819684884287655,18.76,1030,2026-03-12,Healthy
M099,Conveyor Belt,Assembly Line,79.06704138044387,2.92,1.0610518611472977,27.75,1360,2026-03-10,Healthy
M100,Generator,Assembly Line,84.7610619683702,3.66,0.20285412661671973,27.47,1546,2025-10-07,Warning
M101,Assembly Robot,Section C,80.07708192664805,2.49,0.6016238218532722,17.43,1299,2025-10-20,Healthy
M102,Cooling System,Section C,58.35120693489491,2.74,1.0595376113227015,12.64,313,2026-04-21,Healthy
M103,CNC Machine,Assembly Line,65.7506529266964,3.67,0.2259279616913325,5.77,1584,2025-10-08,Healthy
M104,Assembly Robot,Section A,83.39069233134714,3.68,0.12432637393605393,9.46,117,2025-12-23,Healthy
M105,Cooling System,Packaging Unit,80.72729066176686,2.84,1.0205710737636111,8.51,1403,2026-01-11,Healthy
M106,Air Compressor,Assembly Line,85.73100394671584,3.19,0.8741019003478108,20.87,695,2025-12-25,Warning
M107,Packaging Machine,Section C,57.072169444383825,2.71,0.23493027988056475,16.46,435,2026-02-10,Healthy
M108,Industrial Pump,Packaging Unit,62.01212882252236,1.78,1.1278581454378362,11.53,642,2026-05-13,Healthy
M109,Air Compressor,Section B,84.3592875808682,3.35,0.6255847304718704,10.4,322,2025-12-18,Warning
M110,CNC Machine,Section C,77.45705044720431,1.71,0.32660683038642135,8.13,1337,2025-11-29,Healthy
M111,Air Compressor,Section C,77.99544616585183,2.65,1.0482728001243546,17.58,992,2026-02-05,Healthy
M112,CNC Machine,Section C,74.3545068531773,3.21,0.675239366909004,14.93,228,2025-09-24,Healthy
M113,Assembly Robot,Section C,65.93804640632878,2.38,1.2696516761962475,24.58,1052,2026-07-09,Healthy
M114,Hydraulic Press,Packaging Unit,89.149950693932,3.88,0.3858860497565846,7.4,1746,2026-02-04,Warning
M115,Boiler,Assembly Line,68.28122478549903,2.14,0.9563222381902741,17.68,1738,2026-04-23,Healthy
M116,Conveyor Belt,Warehouse,78.63573945015503,1.83,1.3370142741307445,11.0,1512,2025-11-23,Healthy
M117,Generator,Section A,68.17600649831192,3.93,0.38956563529301724,18.0,179,2025-12-02,Healthy
M118,Hydraulic Press,Section C,88.50309889033724,3.39,0.8863839334185174,20.37,514,2025-12-14,Warning
M119,Air Compressor,Assembly Line,56.33069612278347,1.86,1.7401074463222777,21.84,609,2025-10-13,Warning
M120,Conveyor Belt,Section C,83.61773143507538,1.87,0.5635019858133533,6.71,480,2026-03-31,Healthy
M121,Boiler,Packaging Unit,84.84981850002563,2.66,0.8784192317496974,11.28,277,2026-03-14,Warning
M122,Hydraulic Press,Section A,80.5068976927835,3.89,0.989953254815252,26.17,612,2026-02-23,Healthy
M123,CNC Machine,Section A,79.04048810653192,2.7,0.15016030132069638,7.86,850,2026-05-31,Healthy
M124,Boiler,Section C,82.22679493549724,1.81,0.12735902572937524,11.44,1834,2025-12-19,Healthy
M125,Generator,Assembly Line,81.39702677349291,2.98,0.32326233910033353,26.38,1765,2026-06-18,Healthy
M126,CNC Machine,Section B,67.24253639232428,3.26,1.0559600212563045,25.84,1510,2026-03-06,Healthy
M127,Conveyor Belt,Section A,75.34494273619845,2.35,0.539853443000346,11.33,1847,2026-01-08,Healthy
M128,Air Compressor,Section B,65.13116813610769,2.17,1.7063524676403565,8.81,777,2026-06-15,Warning
M129,CNC Machine,Warehouse,85.39643027799677,1.74,0.916492658457085,16.66,840,2025-12-26,Warning
M130,CNC Machine,Section A,79.05464010811131,1.67,0.9591017778539959,7.04,1878,2026-01-07,Healthy
M131,Industrial Pump,Assembly Line,62.59918831742712,3.17,0.8787798762635666,16.47,1312,2026-06-28,Healthy
M132,Hydraulic Press,Warehouse,72.70215761452309,2.33,1.5916911969096983,9.91,378,2026-01-05,Warning
M133,Industrial Pump,Section B,65.1048269690281,2.02,0.5264188057579223,27.23,1504,2025-12-15,Healthy
M134,CNC Machine,Warehouse,86.23888537611721,1.97,1.315058519263112,6.6,1258,2026-02-07,Warning
M135,Air Compressor,Assembly Line,73.66126894571448,3.09,1.6225449035517086,8.21,940,2026-05-24,Warning
M136,Generator,Section C,79.76667963206006,3.71,1.5081678327381662,11.07,1085,2026-06-15,Warning
M137,Cooling System,Warehouse,56.1112261464776,1.86,1.7431530633886623,8.41,1134,2026-01-26,Warning
M138,Assembly Robot,Section A,65.59258994914092,2.1,1.1869902785107531,19.09,1406,2026-01-03,Healthy
M139,Conveyor Belt,Section A,78.3053014640152,3.45,1.7474448837821361,15.33,1450,2026-07-09,Warning
M140,Generator,Warehouse,84.20801002410555,1.74,1.4921164683654806,13.05,1617,2026-01-27,Warning
M141,Packaging Machine,Section C,64.56076410108994,3.61,1.5791464268528606,23.75,1238,2026-07-04,Warning
M142,Air Compressor,Section B,68.85786680044629,2.2,1.6940195928025559,29.27,1794,2025-12-03,Warning
M143,Industrial Pump,Section C,85.20626092617908,2.4,0.3689753808128269,9.87,1721,2025-11-26,Warning
M144,CNC Machine,Warehouse,70.25785266193336,3.08,1.787205440222177,23.17,297,2025-11-08,Warning
M145,CNC Machine,Warehouse,77.81630785671686,2.28,1.6050408957251427,24.33,1186,2026-06-01,Warning
M146,CNC Machine,Section C,71.70074953277765,3.82,1.5869850265512617,18.63,1114,2026-04-18,Warning
M147,Assembly Robot,Section B,73.81031197976131,2.38,0.680338990691287,23.72,1898,2025-11-16,Healthy
M148,Boiler,Section B,65.22899055539378,3.71,0.17150783986013496,23.61,1337,2026-01-09,Healthy
M149,Conveyor Belt,Section C,59.6945590284443,1.78,0.17863255950556367,13.92,874,2026-01-18,Healthy
M150,Packaging Machine,Assembly Line,78.02845590823637,3.73,0.31539168457225897,25.71,597,2026-05-04,Healthy
M151,Packaging Machine,Packaging Unit,69.69493861342514,3.8,1.67222554435486,20.2,756,2026-05-11,Warning
M152,Hydraulic Press,Section B,59.9650329477748,2.99,1.5935931411786226,16.02,1261,2025-11-22,Warning
M153,Cooling System,Section B,78.11456746330848,3.37,0.6368728813057726,5.26,159,2026-03-25,Healthy
M154,Cooling System,Warehouse,80.26373968011734,2.01,0.10483403040257472,19.52,796,2026-03-05,Healthy
M155,Air Compressor,Section C,56.622899154290955,3.67,0.695551100521978,13.19,1779,2026-02-28,Healthy
M156,Air Compressor,Warehouse,88.28480095580748,3.02,1.4497843386092963,25.46,1077,2026-01-28,Warning
M157,Assembly Robot,Section C,62.24787528111721,1.5,0.7209682106552058,24.96,891,2026-02-14,Healthy
M158,Packaging Machine,Assembly Line,84.52897121676672,3.57,1.287997565842335,12.63,340,2026-03-16,Warning
M159,Industrial Pump,Section C,71.47986808807903,2.05,0.7037757716280063,24.53,1356,2026-01-14,Healthy
M160,Assembly Robot,Section A,75.17719564381991,1.83,0.4794551084474986,27.35,1410,2026-02-13,Healthy
M161,Boiler,Section B,88.85501862335039,1.64,1.7107178597179773,14.26,1421,2026-01-06,Critical
M162,Air Compressor,Assembly Line,58.1098914944579,2.05,1.0592246080683494,28.26,1983,2026-06-30,Healthy
M163,Assembly Robot,Assembly Line,88.53396777747696,1.51,1.2085893234175746,21.42,1922,2025-12-26,Warning
M164,Conveyor Belt,Warehouse,80.15106175037656,1.5,0.750723080896876,28.33,1368,2026-03-01,Healthy
M165,Hydraulic Press,Packaging Unit,78.44034466409518,2.83,0.9642537984994886,7.81,200,2026-04-15,Healthy
M166,Packaging Machine,Section B,75.7863666340119,2.99,0.35669446486994105,7.74,893,2026-03-12,Healthy
M167,Hydraulic Press,Section B,71.54396659243388,3.89,1.290999386287219,9.6,1638,2025-10-12,Healthy
M168,Industrial Pump,Section A,75.32423297191161,2.53,0.661274545711212,14.94,868,2025-11-04,Healthy
M169,Conveyor Belt,Section A,74.66751706639302,1.71,0.19300373764006384,11.83,1995,2026-03-04,Healthy
M170,Packaging Machine,Assembly Line,77.91162659521657,2.0,0.6701434196030619,26.34,1682,2026-01-31,Healthy
M171,Hydraulic Press,Section B,64.4171328366576,2.98,1.5672492977937902,28.68,1279,2026-03-20,Warning
M172,Assembly Robot,Section B,70.00996737279893,3.97,0.39924655129165865,25.57,1947,2026-01-16,Healthy
M173,Air Compressor,Section C,63.089900992861786,2.49,1.3042024217539456,13.13,1348,2025-10-25,Healthy
M174,CNC Machine,Assembly Line,84.67839309849053,3.64,0.16481401102565307,15.38,740,2025-10-27,Warning
M175,CNC Machine,Section A,74.13290759322928,2.97,1.3136507828922048,8.87,1886,2026-06-30,Healthy
M176,Generator,Section A,76.82096780782291,1.98,1.7544383796428593,16.46,1254,2026-01-20,Warning
M177,Hydraulic Press,Section C,77.20648617901773,1.83,0.6170171184405997,28.1,1033,2026-05-31,Healthy
M178,Boiler,Warehouse,62.61646278181098,3.58,0.4787696389513444,8.45,1286,2026-01-11,Healthy
M179,Generator,Section B,72.60870443181656,3.62,1.2498464796911146,8.78,1484,2026-05-12,Healthy
M180,Conveyor Belt,Warehouse,57.762405184443246,1.99,1.486352723168659,15.99,1142,2026-02-23,Warning
M181,Boiler,Section C,57.220952094160246,1.68,0.8609266982728394,29.57,1016,2025-10-30,Healthy
M182,Cooling System,Section C,61.05194390269354,2.35,0.449096175673513,6.2,1937,2026-06-20,Healthy
M183,Hydraulic Press,Section C,70.96182867253215,3.87,0.7099486737051537,29.37,806,2026-04-20,Healthy
M184,Industrial Pump,Packaging Unit,60.119534776602144,3.56,0.9526979720446821,12.56,423,2026-04-13,Healthy
M185,Boiler,Packaging Unit,88.48017156818139,3.66,0.5717132873157762,29.71,869,2026-02-23,Warning
M186,Conveyor Belt,Warehouse,60.50718212929592,2.05,0.8460469159642671,18.66,464,2026-06-26,Healthy
M187,Conveyor Belt,Assembly Line,56.230193480729916,2.82,1.3493700257813994,14.0,1662,2025-12-02,Healthy
M188,Assembly Robot,Section A,74.24744086730404,2.48,1.1021482120413473,5.34,1127,2026-01-14,Healthy
M189,Air Compressor,Section B,76.14662571240407,2.53,1.604893760137891,23.72,540,2025-10-27,Warning
M190,CNC Machine,Section B,85.74137941819185,2.77,0.6713854047198012,27.66,1022,2025-12-13,Warning
M191,Packaging Machine,Section B,59.572091612959625,3.3,0.8367611493969821,11.53,1046,2026-03-19,Healthy
M192,Industrial Pump,Packaging Unit,67.12493869124995,1.68,1.3650241514459573,27.57,199,2025-11-23,Healthy
M193,Packaging Machine,Section A,74.06638891000563,2.5,0.7444140966000391,25.09,487,2026-04-08,Healthy
M194,Packaging Machine,Section A,61.250885231623215,2.6,0.6891957361496878,12.6,120,2026-01-02,Healthy
M195,CNC Machine,Assembly Line,84.4577712476424,1.7,0.9260323566672612,10.91,472,2026-01-21,Warning
M196,Assembly Robot,Packaging Unit,89.87602649335028,3.3,0.9873743496524181,23.57,813,2026-05-10,Warning
M197,Boiler,Warehouse,75.73467795214643,1.96,1.500091335039847,16.33,847,2026-01-04,Warning
M198,Conveyor Belt,Warehouse,72.63664136559252,2.27,1.0857208271547387,14.09,680,2026-06-06,Healthy
M199,Hydraulic Press,Section A,62.67154607476421,3.34,0.43486407195211507,9.66,1661,2026-07-09,Healthy
M200,Hydraulic Press,Assembly Line,85.92487880392949,2.82,0.6468462462521779,11.67,649,2025-11-25,Warning
M201,Packaging Machine,Section C,69.71748050194867,2.66,0.722170109657751,14.9,1310,2026-04-02,Healthy
M202,Conveyor Belt,Assembly Line,55.72612700040021,2.86,1.394930392830431,20.72,1186,2025-09-24,Healthy
M203,Industrial Pump,Section B,83.45616397191252,3.12,0.30614484247101326,14.75,425,2025-10-12,Healthy
M204,Hydraulic Press,Section C,70.21737858891014,3.3,1.7544552619707707,14.97,559,2026-05-24,Warning
M205,Boiler,Section C,55.718989444854714,2.95,1.7115201557790518,20.65,903,2026-02-26,Warning
M206,Industrial Pump,Section B,56.034053627254565,3.41,0.27686902051203016,23.37,1657,2026-06-08,Healthy
M207,Hydraulic Press,Warehouse,87.60593450937802,2.37,1.485070540754417,26.77,505,2026-05-31,Warning
M208,Hydraulic Press,Section A,81.0206266106772,2.81,1.64829601706849,8.95,1315,2026-01-28,Warning
M209,Cooling System,Section B,63.99483874244443,3.67,0.18385022907032006,16.55,799,2025-10-12,Healthy
M210,Hydraulic Press,Assembly Line,79.14639783175042,2.27,1.0704288316301236,7.95,241,2025-10-23,Healthy
M211,Cooling System,Section B,73.74610081576904,3.75,1.687565925192849,28.71,729,2025-12-06,Warning
M212,Cooling System,Section C,78.25871501175737,3.08,0.92125464105856,14.97,855,2026-05-07,Healthy
M213,Air Compressor,Section C,75.2125064080961,2.11,0.10065832023102447,29.98,121,2026-06-27,Healthy
M214,Boiler,Assembly Line,61.93732970363068,2.2,1.4253133306859198,6.66,243,2026-06-07,Warning
M215,Hydraulic Press,Section A,76.44708410118109,3.08,1.6571109286932517,16.54,772,2026-05-29,Warning
M216,Generator,Section A,75.44926919765946,3.99,1.7176613419546611,20.39,218,2026-06-10,Warning
M217,Cooling System,Section B,84.34987697001523,1.98,0.15400174998118263,20.75,861,2026-05-13,Warning
M218,Cooling System,Section A,66.92374473208747,3.31,1.6973455453899857,8.72,460,2026-04-10,Warning
M219,Air Compressor,Section B,59.151784133352216,1.9,1.3962119209311419,17.38,664,2026-01-29,Healthy
M220,Hydraulic Press,Warehouse,63.68053839281903,1.75,0.6018798577093317,6.51,1257,2025-10-20,Healthy
M221,Air Compressor,Section A,55.205960033978336,2.84,1.564070230671504,27.59,995,2026-06-20,Warning
M222,Assembly Robot,Section C,89.34372250245582,3.72,0.5135962661522667,26.45,118,2025-11-11,Warning
M223,Air Compressor,Section C,57.19597633499789,2.49,0.11661439713482889,20.43,1401,2026-04-05,Healthy
M224,Industrial Pump,Packaging Unit,65.16433741723539,2.77,0.2551538992868847,29.5,1975,2025-10-13,Healthy
M225,Generator,Section A,56.12446112766643,1.6,1.267184289621165,15.09,193,2025-10-08,Healthy
M226,Hydraulic Press,Packaging Unit,56.92918532414487,3.7,0.8701056394621186,15.51,446,2025-10-09,Healthy
M227,CNC Machine,Section A,67.6401992845976,1.82,1.1937025855770562,26.03,513,2026-02-20,Healthy
M228,Boiler,Section A,81.81061321956719,2.77,1.1683242385158896,12.75,1863,2025-11-21,Healthy
M229,Boiler,Packaging Unit,64.90823890835507,3.8,0.14313147758346337,19.65,1795,2026-05-18,Healthy
M230,CNC Machine,Warehouse,59.081742348390925,3.68,0.11116142489890675,12.44,1658,2026-02-20,Healthy
M231,Generator,Packaging Unit,56.849803638097185,2.75,0.694671558709273,17.14,453,2025-09-23,Healthy
M232,Cooling System,Packaging Unit,79.5489483531052,3.88,1.041030885695608,26.68,679,2026-05-24,Healthy
M233,CNC Machine,Section C,58.046836892676495,1.7,1.4031228692363564,13.48,1010,2026-01-22,Warning
M234,Cooling System,Section B,85.5176989090153,3.55,0.5236345465368198,29.46,766,2026-05-03,Warning
M235,Cooling System,Packaging Unit,81.43511126790193,3.3,0.768409411523839,28.74,1788,2026-04-18,Healthy
M236,Conveyor Belt,Section A,73.37613820365237,2.27,0.6033449147901883,11.31,266,2025-10-30,Healthy
M237,CNC Machine,Section A,78.61341523913366,2.06,0.6746895977337081,23.43,936,2025-11-05,Healthy
M238,Packaging Machine,Section B,77.13529398436003,3.8,1.6191680202489223,19.77,512,2026-02-03,Warning
M239,CNC Machine,Section C,59.984197868101504,3.32,1.2059866887041168,25.59,403,2026-06-16,Healthy
M240,Air Compressor,Section C,81.69038639113367,3.31,1.5446462726693615,25.21,1420,2026-02-15,Warning
M241,CNC Machine,Section A,75.8015310216453,2.31,0.37206770783361365,29.47,564,2025-12-10,Healthy
M242,Cooling System,Warehouse,87.4453337400947,3.74,1.1172924521721879,17.84,704,2026-03-24,Warning
M243,Boiler,Packaging Unit,78.05680401401382,3.69,0.6839466756877968,20.05,1814,2026-06-23,Healthy
M244,Conveyor Belt,Assembly Line,63.29644174220404,3.61,1.2916106664789497,25.9,1818,2026-03-04,Healthy
M245,CNC Machine,Warehouse,89.42458938154428,3.94,0.4127238531110822,10.82,246,2025-10-03,Warning
M246,Generator,Section C,83.76836172282425,3.94,0.79853718059402,22.08,1996,2026-04-25,Healthy
M247,Air Compressor,Assembly Line,67.87450658937766,2.18,0.3409090482639402,16.49,812,2026-04-08,Healthy
M248,Conveyor Belt,Section C,73.67405441835177,3.5,0.6064375492997578,28.04,964,2026-04-26,Healthy
M249,Generator,Packaging Unit,82.92780045702243,3.54,1.2560202032433065,23.64,300,2025-12-23,Healthy
M250,CNC Machine,Section B,80.98217884875292,1.61,0.41448014329663874,9.42,489,2026-01-31,Healthy
M251,Assembly Robot,Warehouse,68.47900267448212,2.63,0.33104581407788214,11.33,432,2026-03-13,Healthy
M252,Packaging Machine,Section C,61.35632741663275,3.59,0.4450567598365679,10.62,1121,2026-05-16,Healthy
M253,Conveyor Belt,Section B,67.16810337850666,2.8,1.270875424527217,19.53,982,2025-12-08,Healthy
M254,Generator,Assembly Line,77.49718243714146,3.48,0.37709042603864507,21.45,1729,2026-02-28,Healthy
M255,Industrial Pump,Section C,76.99239926636413,2.06,0.9438528877097379,16.43,810,2026-07-07,Healthy
